agent_action;agent_location;human_action;human_location;world_nr;tick_nr
MoveEast;(24, 26);CarryObject;(16, 10);1;565
MoveSouthEast;(24, 26);CarryObject;(16, 10);1;566
MoveSouthEast;(24, 26);CarryObject;(16, 10);1;567
MoveSouthEast;(24, 26);CarryObject;(16, 10);1;568
MoveSouthEast;(24, 26);CarryObject;(16, 10);1;569
MoveSouthEast;(24, 26);CarryObject;(16, 10);1;570
MoveSouthEast;(25, 27);CarryObject;(16, 10);1;571
;(25, 27);CarryObject;(16, 10);1;572
DropObject;(25, 27);CarryObject;(16, 10);1;573
;(25, 27);CarryObject;(16, 10);1;574
;(25, 27);CarryObject;(16, 10);1;575
MoveNorthWest;(25, 27);CarryObject;(16, 10);1;576
MoveNorthWest;(25, 27);CarryObject;(16, 10);1;577
MoveNorthWest;(25, 27);CarryObject;(16, 10);1;578
MoveNorthWest;(25, 27);CarryObject;(16, 10);1;579
MoveNorthWest;(25, 27);CarryObject;(16, 10);1;580
MoveNorthWest;(24, 26);CarryObject;(16, 10);1;581
MoveNorthWest;(24, 26);CarryObject;(16, 10);1;582
MoveNorthWest;(24, 26);CarryObject;(16, 10);1;583
MoveNorthWest;(24, 26);CarryObject;(16, 10);1;584
MoveNorthWest;(24, 26);CarryObject;(16, 10);1;585
MoveNorthWest;(24, 26);CarryObject;(16, 10);1;586
MoveNorthWest;(23, 25);CarryObject;(16, 10);1;587
MoveWest;(23, 25);CarryObject;(16, 10);1;588
MoveWest;(23, 25);CarryObject;(16, 10);1;589
MoveWest;(23, 25);CarryObject;(16, 10);1;590
MoveWest;(23, 25);;(16, 10);1;591
MoveWest;(23, 25);;(16, 10);1;592
MoveWest;(22, 25);;(16, 10);1;593
MoveWest;(22, 25);;(16, 10);1;594
MoveWest;(22, 25);;(16, 10);1;595
MoveWest;(22, 25);;(16, 10);1;596
MoveWest;(22, 25);;(16, 10);1;597
MoveWest;(22, 25);;(16, 10);1;598
MoveWest;(21, 25);;(16, 10);1;599
MoveWest;(21, 25);;(16, 10);1;600
MoveWest;(21, 25);;(16, 10);1;601
MoveWest;(21, 25);;(16, 10);1;602
MoveWest;(21, 25);;(16, 10);1;603
MoveWest;(21, 25);;(16, 10);1;604
MoveWest;(20, 25);;(16, 10);1;605
MoveWest;(20, 25);;(16, 10);1;606
MoveWest;(20, 25);;(16, 10);1;607
MoveWest;(20, 25);;(16, 10);1;608
MoveWest;(20, 25);;(16, 10);1;609
MoveWest;(20, 25);;(16, 10);1;610
MoveWest;(19, 25);;(16, 10);1;611
MoveNorthWest;(19, 25);;(16, 10);1;612
MoveNorthWest;(19, 25);;(16, 10);1;613
MoveNorthWest;(19, 25);;(16, 10);1;614
MoveNorthWest;(19, 25);;(16, 10);1;615
MoveNorthWest;(19, 25);;(16, 10);1;616
MoveNorthWest;(18, 24);;(16, 10);1;617
MoveNorthWest;(18, 24);;(16, 10);1;618
MoveNorthWest;(18, 24);;(16, 10);1;619
MoveNorthWest;(18, 24);;(16, 10);1;620
MoveNorthWest;(18, 24);;(16, 10);1;621
MoveNorthWest;(18, 24);;(16, 10);1;622
MoveNorthWest;(17, 23);;(16, 10);1;623
MoveNorthWest;(17, 23);;(16, 10);1;624
MoveNorthWest;(17, 23);;(16, 10);1;625
MoveNorthWest;(17, 23);;(16, 10);1;626
MoveNorthWest;(17, 23);;(16, 10);1;627
MoveNorthWest;(17, 23);;(16, 10);1;628
MoveNorthWest;(16, 22);;(16, 10);1;629
MoveWest;(16, 22);;(16, 10);1;630
MoveWest;(16, 22);;(16, 10);1;631
MoveWest;(16, 22);MoveNorth;(16, 10);1;632
MoveWest;(16, 22);MoveNorth;(16, 9);1;633
MoveWest;(16, 22);;(16, 9);1;634
MoveWest;(15, 22);MoveNorth;(16, 9);1;635
MoveWest;(15, 22);MoveNorth;(16, 8);1;636
MoveWest;(15, 22);;(16, 8);1;637
MoveWest;(15, 22);MoveNorth;(16, 8);1;638
MoveWest;(15, 22);MoveNorth;(16, 7);1;639
MoveWest;(15, 22);;(16, 7);1;640
MoveWest;(14, 22);;(16, 7);1;641
MoveNorthWest;(14, 22);;(16, 7);1;642
MoveNorthWest;(14, 22);MoveEast;(16, 7);1;643
MoveNorthWest;(14, 22);MoveEast;(17, 7);1;644
MoveNorthWest;(14, 22);;(17, 7);1;645
MoveNorthWest;(14, 22);MoveEast;(17, 7);1;646
MoveNorthWest;(13, 21);MoveEast;(18, 7);1;647
MoveNorth;(13, 21);;(18, 7);1;648
MoveNorth;(13, 21);MoveEast;(18, 7);1;649
MoveNorth;(13, 21);MoveEast;(19, 7);1;650
MoveNorth;(13, 21);;(19, 7);1;651
MoveNorth;(13, 21);MoveEast;(19, 7);1;652
MoveNorth;(13, 20);MoveEast;(20, 7);1;653
MoveNorth;(13, 20);;(20, 7);1;654
MoveNorth;(13, 20);MoveEast;(20, 7);1;655
MoveNorth;(13, 20);MoveEast;(21, 7);1;656
MoveNorth;(13, 20);;(21, 7);1;657
MoveNorth;(13, 20);;(21, 7);1;658
MoveNorth;(13, 19);;(21, 7);1;659
;(13, 19);MoveSouth;(21, 7);1;660
;(13, 19);MoveSouth;(21, 8);1;661
;(13, 19);;(21, 8);1;662
;(13, 19);MoveSouth;(21, 8);1;663
;(13, 19);MoveSouth;(21, 9);1;664
;(13, 19);;(21, 9);1;665
;(13, 19);MoveSouth;(21, 9);1;666
;(13, 19);MoveSouth;(21, 10);1;667
;(13, 19);;(21, 10);1;668
;(13, 19);MoveSouth;(21, 10);1;669
;(13, 19);MoveSouth;(21, 11);1;670
;(13, 19);;(21, 11);1;671
;(13, 19);MoveSouth;(21, 11);1;672
;(13, 19);MoveSouth;(21, 12);1;673
;(13, 19);;(21, 12);1;674
;(13, 19);;(21, 12);1;675
;(13, 19);MoveSouth;(21, 12);1;676
;(13, 19);MoveSouth;(21, 13);1;677
;(13, 19);MoveSouth;(21, 13);1;678
;(13, 19);MoveSouth;(21, 14);1;679
;(13, 19);;(21, 14);1;680
;(13, 19);MoveSouth;(21, 14);1;681
;(13, 19);MoveSouth;(21, 15);1;682
;(13, 19);;(21, 15);1;683
;(13, 19);MoveSouth;(21, 15);1;684
;(13, 19);MoveSouth;(21, 16);1;685
;(13, 19);;(21, 16);1;686
;(13, 19);;(21, 16);1;687
;(13, 19);MoveSouth;(21, 16);1;688
;(13, 19);MoveSouth;(21, 17);1;689
;(13, 19);;(21, 17);1;690
;(13, 19);MoveSouth;(21, 17);1;691
;(13, 19);MoveSouth;(21, 18);1;692
;(13, 19);;(21, 18);1;693
;(13, 19);MoveSouth;(21, 18);1;694
;(13, 19);MoveSouth;(21, 19);1;695
;(13, 19);;(21, 19);1;696
;(13, 19);MoveSouth;(21, 19);1;697
;(13, 19);MoveSouth;(21, 20);1;698
;(13, 19);;(21, 20);1;699
;(13, 19);MoveSouth;(21, 20);1;700
;(13, 19);MoveSouth;(21, 21);1;701
;(13, 19);;(21, 21);1;702
;(13, 19);;(21, 21);1;703
;(13, 19);;(21, 21);1;704
;(13, 19);;(21, 21);1;705
;(13, 19);MoveEast;(21, 21);1;706
;(13, 19);MoveEast;(21, 21);1;707
;(13, 19);;(21, 21);1;708
;(13, 19);;(21, 21);1;709
;(13, 19);MoveEast;(21, 21);1;710
;(13, 19);MoveEast;(21, 21);1;711
;(13, 19);;(21, 21);1;712
;(13, 19);;(21, 21);1;713
;(13, 19);MoveSouth;(21, 21);1;714
;(13, 19);MoveSouth;(21, 22);1;715
;(13, 19);;(21, 22);1;716
;(13, 19);;(21, 22);1;717
;(13, 19);MoveEast;(21, 22);1;718
;(13, 19);MoveEast;(22, 22);1;719
;(13, 19);;(22, 22);1;720
;(13, 19);;(22, 22);1;721
;(13, 19);MoveEast;(22, 22);1;722
;(13, 19);MoveEast;(23, 22);1;723
;(13, 19);;(23, 22);1;724
;(13, 19);MoveEast;(23, 22);1;725
;(13, 19);MoveEast;(24, 22);1;726
;(13, 19);;(24, 22);1;727
;(13, 19);MoveEast;(24, 22);1;728
;(13, 19);MoveEast;(25, 22);1;729
;(13, 19);;(25, 22);1;730
;(13, 19);MoveEast;(25, 22);1;731
;(13, 19);MoveEast;(26, 22);1;732
;(13, 19);;(26, 22);1;733
;(13, 19);MoveEast;(26, 22);1;734
;(13, 19);MoveEast;(27, 22);1;735
;(13, 19);;(27, 22);1;736
;(13, 19);MoveEast;(27, 22);1;737
;(13, 19);MoveEast;(28, 22);1;738
;(13, 19);;(28, 22);1;739
;(13, 19);MoveEast;(28, 22);1;740
;(13, 19);MoveEast;(28, 22);1;741
;(13, 19);;(28, 22);1;742
;(13, 19);;(28, 22);1;743
;(13, 19);MoveNorth;(28, 22);1;744
;(13, 19);MoveNorth;(28, 21);1;745
;(13, 19);;(28, 21);1;746
;(13, 19);;(28, 21);1;747
;(13, 19);MoveNorth;(28, 21);1;748
;(13, 19);MoveNorth;(28, 20);1;749
;(13, 19);;(28, 20);1;750
;(13, 19);MoveNorth;(28, 20);1;751
;(13, 19);MoveNorth;(28, 19);1;752
;(13, 19);;(28, 19);1;753
;(13, 19);MoveNorth;(28, 19);1;754
;(13, 19);MoveNorth;(28, 18);1;755
;(13, 19);;(28, 18);1;756
;(13, 19);MoveNorth;(28, 18);1;757
;(13, 19);MoveNorth;(28, 17);1;758
;(13, 19);;(28, 17);1;759
;(13, 19);;(28, 17);1;760
;(13, 19);;(28, 17);1;761
;(13, 19);;(28, 17);1;762
;(13, 19);MoveWest;(28, 17);1;763
;(13, 19);MoveWest;(27, 17);1;764
;(13, 19);;(27, 17);1;765
;(13, 19);;(27, 17);1;766
;(13, 19);;(27, 17);1;767
;(13, 19);;(27, 17);1;768
;(13, 19);;(27, 17);1;769
;(13, 19);MoveWest;(27, 17);1;770
;(13, 19);MoveWest;(26, 17);1;771
;(13, 19);;(26, 17);1;772
;(13, 19);MoveWest;(26, 17);1;773
;(13, 19);MoveWest;(25, 17);1;774
;(13, 19);MoveWest;(25, 17);1;775
;(13, 19);MoveWest;(24, 17);1;776
;(13, 19);;(24, 17);1;777
;(13, 19);;(24, 17);1;778
;(13, 19);;(24, 17);1;779
;(13, 19);;(24, 17);1;780
;(13, 19);;(24, 17);1;781
;(13, 19);;(24, 17);1;782
;(13, 19);MoveSouth;(24, 17);1;783
;(13, 19);MoveSouth;(24, 18);1;784
;(13, 19);;(24, 18);1;785
;(13, 19);;(24, 18);1;786
;(13, 19);;(24, 18);1;787
;(13, 19);;(24, 18);1;788
;(13, 19);MoveSouth;(24, 18);1;789
;(13, 19);MoveSouth;(24, 19);1;790
;(13, 19);;(24, 19);1;791
;(13, 19);MoveSouth;(24, 19);1;792
;(13, 19);MoveSouth;(24, 20);1;793
;(13, 19);;(24, 20);1;794
;(13, 19);MoveEast;(24, 20);1;795
;(13, 19);MoveEast;(25, 20);1;796
;(13, 19);;(25, 20);1;797
;(13, 19);;(25, 20);1;798
;(13, 19);MoveEast;(25, 20);1;799
;(13, 19);MoveEast;(26, 20);1;800
;(13, 19);;(26, 20);1;801
;(13, 19);MoveEast;(26, 20);1;802
;(13, 19);MoveEast;(26, 20);1;803
;(13, 19);;(26, 20);1;804
;(13, 19);;(26, 20);1;805
;(13, 19);MoveNorth;(26, 20);1;806
;(13, 19);MoveNorth;(26, 19);1;807
;(13, 19);;(26, 19);1;808
;(13, 19);;(26, 19);1;809
;(13, 19);;(26, 19);1;810
;(13, 19);MoveWest;(26, 19);1;811
;(13, 19);MoveWest;(25, 19);1;812
;(13, 19);;(25, 19);1;813
;(13, 19);;(25, 19);1;814
;(13, 19);MoveWest;(25, 19);1;815
;(13, 19);MoveWest;(24, 19);1;816
;(13, 19);MoveWest;(24, 19);1;817
;(13, 19);MoveWest;(23, 19);1;818
;(13, 19);;(23, 19);1;819
;(13, 19);;(23, 19);1;820
;(13, 19);;(23, 19);1;821
;(13, 19);;(23, 19);1;822
;(13, 19);MoveSouth;(23, 19);1;823
;(13, 19);MoveSouth;(23, 20);1;824
;(13, 19);;(23, 20);1;825
;(13, 19);;(23, 20);1;826
;(13, 19);;(23, 20);1;827
;(13, 19);;(23, 20);1;828
;(13, 19);MoveEast;(23, 20);1;829
;(13, 19);MoveEast;(24, 20);1;830
;(13, 19);;(24, 20);1;831
;(13, 19);;(24, 20);1;832
;(13, 19);;(24, 20);1;833
;(13, 19);;(24, 20);1;834
;(13, 19);MoveNorth;(24, 20);1;835
;(13, 19);MoveNorth;(24, 19);1;836
;(13, 19);;(24, 19);1;837
;(13, 19);MoveNorth;(24, 19);1;838
;(13, 19);MoveNorth;(24, 18);1;839
;(13, 19);MoveNorth;(24, 18);1;840
;(13, 19);MoveNorth;(24, 17);1;841
;(13, 19);;(24, 17);1;842
;(13, 19);;(24, 17);1;843
;(13, 19);;(24, 17);1;844
;(13, 19);;(24, 17);1;845
;(13, 19);;(24, 17);1;846
;(13, 19);;(24, 17);1;847
;(13, 19);;(24, 17);1;848
;(13, 19);;(24, 17);1;849
;(13, 19);MoveNorth;(24, 17);1;850
;(13, 19);MoveNorth;(24, 16);1;851
;(13, 19);;(24, 16);1;852
;(13, 19);;(24, 16);1;853
;(13, 19);;(24, 16);1;854
;(13, 19);;(24, 16);1;855
;(13, 19);MoveWest;(24, 16);1;856
;(13, 19);MoveWest;(23, 16);1;857
;(13, 19);;(23, 16);1;858
;(13, 19);MoveWest;(23, 16);1;859
;(13, 19);MoveWest;(22, 16);1;860
;(13, 19);;(22, 16);1;861
;(13, 19);MoveWest;(22, 16);1;862
;(13, 19);MoveWest;(21, 16);1;863
;(13, 19);;(21, 16);1;864
;(13, 19);;(21, 16);1;865
;(13, 19);;(21, 16);1;866
;(13, 19);;(21, 16);1;867
;(13, 19);MoveSouth;(21, 16);1;868
;(13, 19);MoveSouth;(21, 17);1;869
;(13, 19);;(21, 17);1;870
;(13, 19);;(21, 17);1;871
;(13, 19);MoveSouth;(21, 17);1;872
;(13, 19);MoveSouth;(21, 18);1;873
;(13, 19);;(21, 18);1;874
;(13, 19);MoveSouth;(21, 18);1;875
;(13, 19);MoveSouth;(21, 19);1;876
;(13, 19);;(21, 19);1;877
;(13, 19);MoveSouth;(21, 19);1;878
;(13, 19);MoveSouth;(21, 20);1;879
;(13, 19);MoveSouth;(21, 20);1;880
;(13, 19);MoveSouth;(21, 21);1;881
;(13, 19);;(21, 21);1;882
;(13, 19);;(21, 21);1;883
;(13, 19);MoveSouth;(21, 21);1;884
;(13, 19);MoveSouth;(21, 22);1;885
;(13, 19);MoveSouth;(21, 22);1;886
;(13, 19);MoveSouth;(21, 23);1;887
;(13, 19);;(21, 23);1;888
;(13, 19);MoveSouth;(21, 23);1;889
;(13, 19);MoveSouth;(21, 23);1;890
;(13, 19);;(21, 23);1;891
;(13, 19);;(21, 23);1;892
;(13, 19);MoveWest;(21, 23);1;893
;(13, 19);MoveWest;(20, 23);1;894
;(13, 19);;(20, 23);1;895
;(13, 19);;(20, 23);1;896
;(13, 19);MoveWest;(20, 23);1;897
;(13, 19);MoveWest;(19, 23);1;898
;(13, 19);;(19, 23);1;899
;(13, 19);MoveWest;(19, 23);1;900
;(13, 19);MoveWest;(18, 23);1;901
;(13, 19);;(18, 23);1;902
;(13, 19);;(18, 23);1;903
;(13, 19);MoveSouth;(18, 23);1;904
;(13, 19);MoveSouth;(18, 24);1;905
;(13, 19);;(18, 24);1;906
;(13, 19);MoveSouth;(18, 24);1;907
;(13, 19);MoveSouth;(18, 25);1;908
;(13, 19);;(18, 25);1;909
;(13, 19);MoveSouth;(18, 25);1;910
;(13, 19);MoveSouth;(18, 26);1;911
;(13, 19);;(18, 26);1;912
;(13, 19);MoveSouth;(18, 26);1;913
;(13, 19);MoveSouth;(18, 27);1;914
;(13, 19);;(18, 27);1;915
;(13, 19);MoveSouth;(18, 27);1;916
;(13, 19);MoveSouth;(18, 27);1;917
;(13, 19);DropObjectAlone;(18, 27);1;918
;(13, 19);DropObjectAlone;(18, 27);1;919
;(13, 19);;(18, 27);1;920
;(13, 19);;(18, 27);1;921
;(13, 19);;(18, 27);1;922
;(13, 19);;(18, 27);1;923
;(13, 19);;(18, 27);1;924
;(13, 19);;(18, 27);1;925
;(13, 19);MoveNorth;(18, 27);1;926
;(13, 19);MoveNorth;(18, 26);1;927
;(13, 19);;(18, 26);1;928
;(13, 19);;(18, 26);1;929
;(13, 19);MoveNorth;(18, 26);1;930
;(13, 19);MoveNorth;(18, 25);1;931
;(13, 19);;(18, 25);1;932
;(13, 19);;(18, 25);1;933
;(13, 19);MoveNorth;(18, 25);1;934
;(13, 19);MoveNorth;(18, 24);1;935
;(13, 19);;(18, 24);1;936
;(13, 19);MoveNorth;(18, 24);1;937
;(13, 19);MoveNorth;(18, 23);1;938
;(13, 19);;(18, 23);1;939
;(13, 19);MoveNorth;(18, 23);1;940
;(13, 19);MoveNorth;(18, 22);1;941
;(13, 19);;(18, 22);1;942
;(13, 19);MoveNorth;(18, 22);1;943
;(13, 19);MoveNorth;(18, 22);1;944
;(13, 19);;(18, 22);1;945
;(13, 19);;(18, 22);1;946
;(13, 19);;(18, 22);1;947
;(13, 19);;(18, 22);1;948
;(13, 19);;(18, 22);1;949
;(13, 19);;(18, 22);1;950
;(13, 19);;(18, 22);1;951
;(13, 19);;(18, 22);1;952
;(13, 19);MoveWest;(18, 22);1;953
;(13, 19);MoveWest;(17, 22);1;954
;(13, 19);;(17, 22);1;955
;(13, 19);MoveWest;(17, 22);1;956
;(13, 19);MoveWest;(16, 22);1;957
;(13, 19);;(16, 22);1;958
;(13, 19);MoveWest;(16, 22);1;959
;(13, 19);MoveWest;(15, 22);1;960
;(13, 19);;(15, 22);1;961
;(13, 19);MoveWest;(15, 22);1;962
;(13, 19);MoveWest;(14, 22);1;963
;(13, 19);;(14, 22);1;964
;(13, 19);MoveWest;(14, 22);1;965
;(13, 19);MoveWest;(13, 22);1;966
;(13, 19);;(13, 22);1;967
;(13, 19);MoveWest;(13, 22);1;968
;(13, 19);MoveWest;(13, 22);1;969
;(13, 19);;(13, 22);1;970
;(13, 19);MoveNorth;(13, 22);1;971
;(13, 19);MoveNorth;(13, 21);1;972
;(13, 19);;(13, 21);1;973
;(13, 19);;(13, 21);1;974
;(13, 19);MoveNorth;(13, 21);1;975
;(13, 19);MoveNorth;(13, 20);1;976
;(13, 19);;(13, 20);1;977
;(13, 19);;(13, 20);1;978
;(13, 19);;(13, 20);1;979
;(13, 19);;(13, 20);1;980
;(13, 19);;(13, 20);1;981
;(13, 19);;(13, 20);1;982
;(13, 19);;(13, 20);1;983
;(13, 19);;(13, 20);1;984
;(13, 19);;(13, 20);1;985
;(13, 19);;(13, 20);1;986
;(13, 19);;(13, 20);1;987
;(13, 19);;(13, 20);1;988
;(13, 19);;(13, 20);1;989
;(13, 19);;(13, 20);1;990
;(13, 19);;(13, 20);1;991
;(13, 19);;(13, 20);1;992
;(13, 19);;(13, 20);1;993
;(13, 19);;(13, 20);1;994
;(13, 19);;(13, 20);1;995
;(13, 19);;(13, 20);1;996
;(13, 19);;(13, 20);1;997
;(13, 19);;(13, 20);1;998
;(13, 19);;(13, 20);1;999
;(13, 19);;(13, 20);1;1000
;(13, 19);;(13, 20);1;1001
;(13, 19);MoveNorth;(13, 20);1;1002
;(13, 19);MoveNorth;(13, 19);1;1003
;(13, 19);;(13, 19);1;1004
;(13, 19);;(13, 19);1;1005
;(13, 19);;(13, 19);1;1006
;(13, 19);;(13, 19);1;1007
;(13, 19);;(13, 19);1;1008
;(13, 19);MoveNorth;(13, 19);1;1009
;(13, 19);MoveNorth;(13, 18);1;1010
;(13, 19);;(13, 18);1;1011
;(13, 19);;(13, 18);1;1012
;(13, 19);;(13, 18);1;1013
;(13, 19);;(13, 18);1;1014
;(13, 19);;(13, 18);1;1015
;(13, 19);MoveSouth;(13, 18);1;1016
;(13, 19);MoveSouth;(13, 19);1;1017
;(13, 19);;(13, 19);1;1018
;(13, 19);;(13, 19);1;1019
;(13, 19);;(13, 19);1;1020
;(13, 19);;(13, 19);1;1021
;(13, 19);;(13, 19);1;1022
;(13, 19);;(13, 19);1;1023
;(13, 19);;(13, 19);1;1024
;(13, 19);;(13, 19);1;1025
;(13, 19);;(13, 19);1;1026
;(13, 19);;(13, 19);1;1027
;(13, 19);;(13, 19);1;1028
;(13, 19);;(13, 19);1;1029
;(13, 19);;(13, 19);1;1030
;(13, 19);;(13, 19);1;1031
;(13, 19);;(13, 19);1;1032
;(13, 19);;(13, 19);1;1033
;(13, 19);;(13, 19);1;1034
;(13, 19);;(13, 19);1;1035
;(13, 19);;(13, 19);1;1036
;(13, 19);;(13, 19);1;1037
;(13, 19);;(13, 19);1;1038
;(13, 19);;(13, 19);1;1039
;(13, 19);;(13, 19);1;1040
;(13, 19);;(13, 19);1;1041
;(13, 19);;(13, 19);1;1042
;(13, 19);;(13, 19);1;1043
;(13, 19);;(13, 19);1;1044
;(13, 19);;(13, 19);1;1045
;(13, 19);;(13, 19);1;1046
;(13, 19);;(13, 19);1;1047
;(13, 19);;(13, 19);1;1048
;(13, 19);;(13, 19);1;1049
;(13, 19);;(13, 19);1;1050
;(13, 19);;(13, 19);1;1051
;(13, 19);;(13, 19);1;1052
;(13, 19);;(13, 19);1;1053
;(13, 19);;(13, 19);1;1054
;(13, 19);;(13, 19);1;1055
;(13, 19);;(13, 19);1;1056
;(13, 19);;(13, 19);1;1057
;(13, 19);;(13, 19);1;1058
;(13, 19);;(13, 19);1;1059
;(13, 19);;(13, 19);1;1060
;(13, 19);;(13, 19);1;1061
;(13, 19);;(13, 19);1;1062
;(13, 19);;(13, 19);1;1063
;(13, 19);;(13, 19);1;1064
;(13, 19);;(13, 19);1;1065
;(13, 19);;(13, 19);1;1066
;(13, 19);;(13, 19);1;1067
;(13, 19);;(13, 19);1;1068
;(13, 19);;(13, 19);1;1069
;(13, 19);;(13, 19);1;1070
;(13, 19);;(13, 19);1;1071
;(13, 19);;(13, 19);1;1072
;(13, 19);;(13, 19);1;1073
;(13, 19);;(13, 19);1;1074
;(13, 19);;(13, 19);1;1075
;(13, 19);;(13, 19);1;1076
;(13, 19);;(13, 19);1;1077
;(13, 19);;(13, 19);1;1078
;(13, 19);;(13, 19);1;1079
;(13, 19);;(13, 19);1;1080
;(13, 19);;(13, 19);1;1081
;(13, 19);;(13, 19);1;1082
;(13, 19);;(13, 19);1;1083
;(13, 19);;(13, 19);1;1084
;(13, 19);;(13, 19);1;1085
;(13, 19);;(13, 19);1;1086
;(13, 19);;(13, 19);1;1087
;(13, 19);RemoveObjectTogether;(13, 19);1;1088
;(13, 19);RemoveObjectTogether;(13, 19);1;1089
;(13, 19);RemoveObjectTogether;(13, 19);1;1090
;(13, 19);RemoveObjectTogether;(13, 19);1;1091
;(13, 19);RemoveObjectTogether;(13, 19);1;1092
;(13, 19);RemoveObjectTogether;(13, 19);1;1093
;(13, 19);RemoveObjectTogether;(13, 19);1;1094
;(13, 19);RemoveObjectTogether;(13, 19);1;1095
;(13, 19);RemoveObjectTogether;(13, 19);1;1096
;(13, 19);RemoveObjectTogether;(13, 19);1;1097
;(13, 19);RemoveObjectTogether;(13, 19);1;1098
;(13, 19);RemoveObjectTogether;(13, 19);1;1099
;(13, 19);RemoveObjectTogether;(13, 19);1;1100
;(13, 19);RemoveObjectTogether;(13, 19);1;1101
;(13, 19);RemoveObjectTogether;(13, 19);1;1102
;(13, 19);RemoveObjectTogether;(13, 19);1;1103
;(13, 19);RemoveObjectTogether;(13, 19);1;1104
;(13, 19);RemoveObjectTogether;(13, 19);1;1105
;(13, 19);RemoveObjectTogether;(13, 19);1;1106
;(13, 19);RemoveObjectTogether;(13, 19);1;1107
;(13, 19);RemoveObjectTogether;(13, 19);1;1108
;(13, 19);RemoveObjectTogether;(13, 19);1;1109
;(13, 19);RemoveObjectTogether;(13, 19);1;1110
;(13, 19);RemoveObjectTogether;(13, 19);1;1111
;(13, 19);RemoveObjectTogether;(13, 19);1;1112
;(13, 19);RemoveObjectTogether;(13, 19);1;1113
;(13, 19);RemoveObjectTogether;(13, 19);1;1114
;(13, 19);RemoveObjectTogether;(13, 19);1;1115
;(13, 19);RemoveObjectTogether;(13, 19);1;1116
;(13, 19);RemoveObjectTogether;(13, 19);1;1117
;(13, 19);RemoveObjectTogether;(13, 19);1;1118
;(13, 19);RemoveObjectTogether;(13, 19);1;1119
;(13, 19);RemoveObjectTogether;(13, 19);1;1120
;(13, 19);RemoveObjectTogether;(13, 19);1;1121
;(13, 19);RemoveObjectTogether;(13, 19);1;1122
;(13, 19);RemoveObjectTogether;(13, 19);1;1123
;(13, 19);RemoveObjectTogether;(13, 19);1;1124
;(13, 19);RemoveObjectTogether;(13, 19);1;1125
;(13, 19);RemoveObjectTogether;(13, 19);1;1126
;(13, 19);RemoveObjectTogether;(13, 19);1;1127
;(13, 19);RemoveObjectTogether;(13, 19);1;1128
;(13, 19);RemoveObjectTogether;(13, 19);1;1129
;(13, 19);RemoveObjectTogether;(13, 19);1;1130
;(13, 19);RemoveObjectTogether;(13, 19);1;1131
;(13, 19);RemoveObjectTogether;(13, 19);1;1132
;(13, 19);RemoveObjectTogether;(13, 19);1;1133
;(13, 19);RemoveObjectTogether;(13, 19);1;1134
;(13, 19);RemoveObjectTogether;(13, 19);1;1135
;(13, 19);RemoveObjectTogether;(13, 19);1;1136
;(13, 19);RemoveObjectTogether;(13, 19);1;1137
;(13, 19);RemoveObjectTogether;(13, 19);1;1138
;(13, 19);RemoveObjectTogether;(13, 19);1;1139
;(13, 19);RemoveObjectTogether;(13, 19);1;1140
;(13, 19);RemoveObjectTogether;(13, 19);1;1141
;(13, 19);RemoveObjectTogether;(13, 19);1;1142
;(13, 19);RemoveObjectTogether;(13, 19);1;1143
;(13, 19);RemoveObjectTogether;(13, 19);1;1144
;(13, 19);RemoveObjectTogether;(13, 19);1;1145
;(13, 19);RemoveObjectTogether;(13, 19);1;1146
;(13, 19);RemoveObjectTogether;(13, 19);1;1147
;(13, 19);RemoveObjectTogether;(13, 19);1;1148
;(13, 19);RemoveObjectTogether;(13, 19);1;1149
;(13, 19);RemoveObjectTogether;(13, 19);1;1150
;(13, 19);RemoveObjectTogether;(13, 19);1;1151
;(13, 19);RemoveObjectTogether;(13, 19);1;1152
;(13, 19);RemoveObjectTogether;(13, 19);1;1153
;(13, 19);RemoveObjectTogether;(13, 19);1;1154
;(13, 19);RemoveObjectTogether;(13, 19);1;1155
;(13, 19);RemoveObjectTogether;(13, 19);1;1156
;(13, 19);RemoveObjectTogether;(13, 19);1;1157
;(13, 19);RemoveObjectTogether;(13, 19);1;1158
;(13, 19);RemoveObjectTogether;(13, 19);1;1159
;(13, 19);RemoveObjectTogether;(13, 19);1;1160
;(13, 19);RemoveObjectTogether;(13, 19);1;1161
;(13, 19);RemoveObjectTogether;(13, 19);1;1162
;(13, 19);RemoveObjectTogether;(13, 19);1;1163
;(13, 19);RemoveObjectTogether;(13, 19);1;1164
;(13, 19);RemoveObjectTogether;(13, 19);1;1165
;(13, 19);RemoveObjectTogether;(13, 19);1;1166
;(13, 19);RemoveObjectTogether;(13, 19);1;1167
;(13, 19);RemoveObjectTogether;(13, 19);1;1168
;(13, 19);RemoveObjectTogether;(13, 19);1;1169
;(13, 19);RemoveObjectTogether;(13, 19);1;1170
;(13, 19);RemoveObjectTogether;(13, 19);1;1171
;(13, 19);RemoveObjectTogether;(13, 19);1;1172
;(13, 19);RemoveObjectTogether;(13, 19);1;1173
;(13, 19);RemoveObjectTogether;(13, 19);1;1174
;(13, 19);RemoveObjectTogether;(13, 19);1;1175
;(13, 19);RemoveObjectTogether;(13, 19);1;1176
;(13, 19);RemoveObjectTogether;(13, 19);1;1177
;(13, 19);RemoveObjectTogether;(13, 19);1;1178
;(13, 19);RemoveObjectTogether;(13, 19);1;1179
